candidate_id,candidate_name,party,constituency,district,age_detail,age_int,education,education_full,self_profession,spouse_profession,s_o_d_o_w_o,voter_enrolled,candidate_url,assets_inr,liab_inr,net_worth_inr,liab_to_asset_ratio,movable_total_inr,movable_cash_inr,movable_deposits_inr,movable_shares_inr,movable_jewellery_inr,movable_vehicles_inr,movable_loans_given_inr,movable_company_holdings_count,immovable_total_inr,immovable_agri_land_inr,immovable_non_agri_land_inr,immovable_commercial_bldg_inr,immovable_residential_bldg_inr,immovable_zero_cost_non_inherited_count,immovable_outside_tn_flag,liab_bank_loans_inr,liab_income_tax_dues_inr,liab_govt_dept_dues_inr,liab_disputed_liability_inr,liquid_assets_inr,liquid_share_of_movable,movable_self_inr,movable_spouse_inr,itr_self_pan_given,itr_self_5y_total,itr_self_latest,itr_spouse_5y_total,wealth_to_income_ratio,criminal_total_cases,criminal_pending,criminal_convicted,criminal_charges_framed,criminal_serious_count,criminal_special_acts_count,criminal_women_court_count,criminal_repeat_station,appeal_filed_on_conviction,all_sections,all_special_acts,flag_assets_not_disclosed,flag_charges_framed,flag_convicted,flag_crorepati,flag_disputed_liability,flag_education_unknown,flag_govt_dues,flag_has_criminal_case,flag_high_cash,flag_liab_not_disclosed,flag_many_companies,flag_no_itr_filed,flag_pan_not_given,flag_profession_blank,flag_serious_crime,flag_special_act,flag_spouse_housewife_with_high_assets,flag_tax_dues,flag_voter_constituency_mismatch,flag_women_court,redflag_score,assets_total_inr,liabilities_total_inr,num_criminal_cases,education_summary,age_summary,criminal_cases_summary,total_assets_summary,liabilities_summary,criminal_cases_int,total_assets_inr,liabilities_inr,total_assets,liabilities,assets_total_inr_clean,liab_total_inr_clean,movable_lic_inr,movable_nss_inr,movable_other_movable_inr,immovable_other_immovable_inr,liab_other_liability_inr,liab_total_inr
146,Ramesh K,Naam Tamilar Katchi,SANKARAPURAM,RISHIVANDIYAM,35,35,Graduate Professional,,Agricultural,,KANAGARAJ,"79 Sankarapuram constituency, at Serial no 571 in Part no 267",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=146,708000.0,1636225.0,-928225.0,2.311052259887006,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,Graduate Professional,35,0,"Rs 7,08,000 ~ 7 Lacs+","Rs 16,36,225 ~ 16 Lacs+",0,7080007.0,163622516.0,"Rs 7,08,000 ~ 7 Lacs+","Rs 16,36,225 ~ 16 Lacs+",708000.0,1636225.0,,,,,,
3062,Chezhiyan.G,IND,NEYVELI,KURINJIPADI,39,39,Post Graduate,,Agriculture,House Wife,Gunasekaran,"Neyveli constituency, at Serial no 598 in Part no 49",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3062,707718.0,0.0,707718.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,Post Graduate,39,0,"Rs 7,07,718 ~ 7 Lacs+",Rs 0 ~,0,7077187.0,0.0,"Rs 7,07,718 ~ 7 Lacs+",Rs 0 ~,707718.0,0.0,,,,,,
3436,E.Gurubaran,IND,CUDDALORE,CHIDAMBARAM,34,34,Graduate Professional,Graduate Professional,Lawyer,No,Elangovan,"155 Cuddalore constituency, at Serial no 60 in Part no 243",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3436,701000.0,0.0,701000.0,0.0,37062.0,25000.0,10000.0,0.0,40.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,25040.0,0.6756246290000539,37062.0,0.0,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,701000.0,,0,Graduate Professional,34,0,"Rs 7,01,000 ~ 7 Lacs+",Rs 0 ~,0,7010007.0,0.0,"Rs 7,01,000 ~ 7 Lacs+",Rs 0 ~,701000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2256,Easan Natarajan. T,IND,CHIDAMBARAM,BHUVANAGIRI,42,42,Post Graduate,,Cinema Industry,Divorce,Thangarasu,"Thyagarayanagar constituency, at Serial no 258 in Part no 115",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2256,690986.0,613647.0,77339.0,0.8880744327670893,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,1392270,687170,0,0.4963017230853211,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,,,0,Post Graduate,42,0,"Rs 6,90,986 ~ 6 Lacs+","Rs 6,13,647 ~ 6 Lacs+",0,6909866.0,6136476.0,"Rs 6,90,986 ~ 6 Lacs+","Rs 6,13,647 ~ 6 Lacs+",690986.0,613647.0,,,,,,
3914,Easan Natarajan T,IND,THIYAGARAYANAGAR,THIRU-VI-KA-NAGAR (SC),42,42,Post Graduate,,Film Industry,Divorced,Thangarasu,"Thiyagaraya Nagar constituency, at Serial no 258 in Part no 115",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3914,690986.0,613647.0,77339.0,0.8880744327670893,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,1392270,687170,0,0.4963017230853211,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,,,0,Post Graduate,42,0,"Rs 6,90,986 ~ 6 Lacs+","Rs 6,13,647 ~ 6 Lacs+",0,6909866.0,6136476.0,"Rs 6,90,986 ~ 6 Lacs+","Rs 6,13,647 ~ 6 Lacs+",690986.0,613647.0,,,,,,
2601,M. Suresh,IND,KOLATHUR,HARBOUR,39,39,10th Pass,,Carpentry Business,Housewife,Manickam,"Kolathur constituency, at Serial no 669 in Part no 84",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2601,662000.0,0.0,662000.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,10th Pass,39,0,"Rs 6,62,000 ~ 6 Lacs+",Rs 0 ~,0,6620006.0,0.0,"Rs 6,62,000 ~ 6 Lacs+",Rs 0 ~,662000.0,0.0,,,,,,
4122,Vanitha. K.M,IND,KARUR,ARAVAKURICHI,42,42,Post Graduate,,Advocate,Engineer,M.Sankar Ganesh,"Karur constituency, at Serial no 812 in Part no 235",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4122,657800.0,0.0,657800.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,Post Graduate,42,0,"Rs 6,57,800 ~ 6 Lacs+",Rs 0 ~,0,6578006.0,0.0,"Rs 6,57,800 ~ 6 Lacs+",Rs 0 ~,657800.0,0.0,,,,,,
2034,R. Muthu Chella Bharathi,IND,DR.RADHAKRISHNAN NAGAR,CHEPAUK-THIRUVALLIKENI,38,38,Post Graduate,,"Working in Velveteen Experiences, An Event Management Company.",Home Maker,S. Ramakrishnan,"11 DR.Radhakrishnan Nagar constituency, at Serial no 300 in Part no 63",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2034,652961.0,395049.0,257912.0,0.6050116316288415,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,Post Graduate,38,0,"Rs 6,52,961 ~ 6 Lacs+","Rs 3,95,049 ~ 3 Lacs+",0,6529616.0,3950493.0,"Rs 6,52,961 ~ 6 Lacs+","Rs 3,95,049 ~ 3 Lacs+",652961.0,395049.0,,,,,,
1545,P. Sumathi,IND,ROYAPURAM,PERAMBUR,53,53,10th Pass,,Head of Household,Wages,Selvakumar,"Royapuram constituency, at Serial no 309 in Part no 143",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1545,650000.0,97500.0,552500.0,0.15,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,10th Pass,53,0,"Rs 6,50,000 ~ 6 Lacs+","Rs 97,500 ~ 97 Thou+",0,6500006.0,9750097.0,"Rs 6,50,000 ~ 6 Lacs+","Rs 97,500 ~ 97 Thou+",650000.0,97500.0,,,,,,
2599,Kaja Maideen,IND,KOLATHUR,HARBOUR,34,34,5th Pass,,Business,Housewife,Sahulhameed,"Kolathur constituency, at Serial no 191 in Part no 183",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2599,646000.0,137000.0,509000.0,0.21207430340557276,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,5th Pass,34,0,"Rs 6,46,000 ~ 6 Lacs+","Rs 1,37,000 ~ 1 Lacs+",0,6460006.0,1370001.0,"Rs 6,46,000 ~ 6 Lacs+","Rs 1,37,000 ~ 1 Lacs+",646000.0,137000.0,,,,,,
2141,Dhanasekaran.V,IND,THOUSAND LIGHTS,THIYAGARAYANAGAR,51,51,12th Pass,,Own Business,Housewife,V Venkatesan,"Thousand Lights constituency, at Serial no 295 in Part no 247",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2141,625000.0,0.0,625000.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,12th Pass,51,0,"Rs 6,25,000 ~ 6 Lacs+",Rs 0 ~,0,6250006.0,0.0,"Rs 6,25,000 ~ 6 Lacs+",Rs 0 ~,625000.0,0.0,,,,,,
2100,Rafeeq.A.M.,IND,THONDAMUTHUR,SULUR,56,56,10th Pass,,Business,Housewife,Azeez,"Thondamuthur constituency, at Serial no 396 in Part no 182",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2100,616377.0,0.0,616377.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,10th Pass,56,0,"Rs 6,16,377 ~ 6 Lacs+",Rs 0 ~,0,6163776.0,0.0,"Rs 6,16,377 ~ 6 Lacs+",Rs 0 ~,616377.0,0.0,,,,,,
2640,Prithviraj. A,IND,SAIDAPET,ROYAPURAM,47,47,10th Pass,,Not Applicable,Not Applicable,Aravindhan,"23, Saidapet constituency, at Serial no 451 in Part no 175",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2640,612124.0,0.0,612124.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,10th Pass,47,0,"Rs 6,12,124 ~ 6 Lacs+",Rs 0 ~,0,6121246.0,0.0,"Rs 6,12,124 ~ 6 Lacs+",Rs 0 ~,612124.0,0.0,,,,,,
2594,E. Raamadasan,Makkal Nalvaazhvuk Katchi,KOLATHUR,HARBOUR,73,73,10th Pass,,Social Worker,Housewife,Ellan,"Kolathur constituency, at Serial no 969 in Part no 80",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2594,601000.0,0.0,601000.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,10th Pass,73,0,"Rs 6,01,000 ~ 6 Lacs+",Rs 0 ~,0,6010006.0,0.0,"Rs 6,01,000 ~ 6 Lacs+",Rs 0 ~,601000.0,0.0,,,,,,
3762,Ajith Kumar. S.,BSP,PENNAGARAM,PAPPIREDDIPATTI,27,27,Graduate Professional,,Law Student,Coolie,Sivakumar,"58, Pennagaram constituency, at Serial no 10 in Part no 230",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3762,590010.0,163000.0,427010.0,0.27626650395756003,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,Graduate Professional,27,0,"Rs 5,90,010 ~ 5 Lacs+","Rs 1,63,000 ~ 1 Lacs+",0,5900105.0,1630001.0,"Rs 5,90,010 ~ 5 Lacs+","Rs 1,63,000 ~ 1 Lacs+",590010.0,163000.0,,,,,,
4020,Deepak Ravi,IND,VELACHERY,THOUSAND LIGHTS,31,31,Graduate,,Self-Employed,Housewife,G Ravi,"Velachery constituency, at Serial no 819 in Part no 293",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4020,590000.0,0.0,590000.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,Graduate,31,0,"Rs 5,90,000 ~ 5 Lacs+",Rs 0 ~,0,5900005.0,0.0,"Rs 5,90,000 ~ 5 Lacs+",Rs 0 ~,590000.0,0.0,,,,,,
1915,Archana Tamilaruvi,Naam Tamilar Katchi,PAPPIREDDIPATTI,PALACODE,30,30,Graduate,,Sheep Herding,Sheep Herding,Tamilaruvi,"060 Pappireddipatti constituency, at Serial no 1065 in Part no 156",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1915,584508.0,995000.0,-410492.0,1.7022863673380004,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,Graduate,30,0,"Rs 5,84,508 ~ 5 Lacs+","Rs 9,95,000 ~ 9 Lacs+",0,5845085.0,9950009.0,"Rs 5,84,508 ~ 5 Lacs+","Rs 9,95,000 ~ 9 Lacs+",584508.0,995000.0,,,,,,
2919,Anbu D,IND,RISHIVANDIYAM,KALLAKURICHI (SC),46,46,8th Pass,,Agriculture,Agriculture,Dhanakotti,"Rishivandiyam constituency, at Serial no 257 in Part no 20",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2919,584000.0,0.0,584000.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,8th Pass,46,0,"Rs 5,84,000 ~ 5 Lacs+",Rs 0 ~,0,5840005.0,0.0,"Rs 5,84,000 ~ 5 Lacs+",Rs 0 ~,584000.0,0.0,,,,,,
1883,Kaviyarasu T,IND,ARAVAKURICHI,KARUR,29,29,Graduate Professional,,Daily wage,,Thangavel,"Aravakurichi constituency, at Serial no 439 in Part no 175",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1883,565000.0,0.0,565000.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,Graduate Professional,29,0,"Rs 5,65,000 ~ 5 Lacs+",Rs 0 ~,0,5650005.0,0.0,"Rs 5,65,000 ~ 5 Lacs+",Rs 0 ~,565000.0,0.0,,,,,,
530,Ganesh.M,IND,HOSUR,BARGUR,41,41,Graduate,,Self Employed,Business,Mani K P,"55 Hosur constituency, at Serial no 327 in Part no 326",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=530,565000.0,0.0,565000.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,436560,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,Graduate,41,0,"Rs 5,65,000 ~ 5 Lacs+",Rs 0 ~,0,5650005.0,0.0,"Rs 5,65,000 ~ 5 Lacs+",Rs 0 ~,565000.0,0.0,,,,,,
4101,Parameswari,IND,KARUR,ARAVAKURICHI,34,34,Post Graduate,,Advocate,Accountant,Sridhar,"Karur constituency, at Serial no 467 in Part no 161",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4101,564800.0,0.0,564800.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,Post Graduate,34,0,"Rs 5,64,800 ~ 5 Lacs+",Rs 0 ~,0,5648005.0,0.0,"Rs 5,64,800 ~ 5 Lacs+",Rs 0 ~,564800.0,0.0,,,,,,
2609,S. Balachandar,IND,KOLATHUR,HARBOUR,49,49,10th Pass,,Electrical,House Wife,Sivaprakasam,"13 Kolathur constituency, at Serial no 309 in Part no 238",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2609,561000.0,0.0,561000.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,10th Pass,49,0,"Rs 5,61,000 ~ 5 Lacs+",Rs 0 ~,0,5610005.0,0.0,"Rs 5,61,000 ~ 5 Lacs+",Rs 0 ~,561000.0,0.0,,,,,,
4103,Palanirajan. K,IND,KARUR,ARAVAKURICHI,47,47,Graduate Professional,,Advocate,Advocate,P.Kannan,"Karur constituency, at Serial no 649 in Part no 168",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4103,560800.0,0.0,560800.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,Graduate Professional,47,0,"Rs 5,60,800 ~ 5 Lacs+",Rs 0 ~,0,5608005.0,0.0,"Rs 5,60,800 ~ 5 Lacs+",Rs 0 ~,560800.0,0.0,,,,,,
1932,K.Dhanabal,IND,MODAKKURICHI,GOBICHETTIPALAYAM,38,38,Post Graduate,,Higher Education Consultant,LIC Agent,M. Karuppanan,"Modakkurichi constituency, at Serial no 146 in Part no 80",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1932,558440.0,255379.0,303061.0,0.45730785760332354,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,Post Graduate,38,0,"Rs 5,58,440 ~ 5 Lacs+","Rs 2,55,379 ~ 2 Lacs+",0,5584405.0,2553792.0,"Rs 5,58,440 ~ 5 Lacs+","Rs 2,55,379 ~ 2 Lacs+",558440.0,255379.0,,,,,,
320,Manikandan T,IND,ARAVAKURICHI,KARUR,35,35,Graduate Professional,,Advocate,Housewife,Thangarasu,"Aravakurichi134 constituency, at Serial no 105 in Part no 168",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=320,552790.0,0.0,552790.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,Graduate Professional,35,0,"Rs 5,52,790 ~ 5 Lacs+",Rs 0 ~,0,5527905.0,0.0,"Rs 5,52,790 ~ 5 Lacs+",Rs 0 ~,552790.0,0.0,,,,,,
4120,Raguraman Muruganantham,IND,KARUR,ARAVAKURICHI,35,35,Graduate Professional,,Advocate,,N.Muruganantham,"135 Karur constituency, at Serial no 445 in Part no 240",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4120,536000.0,0.0,536000.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,Graduate Professional,35,0,"Rs 5,36,000 ~ 5 Lacs+",Rs 0 ~,0,5360005.0,0.0,"Rs 5,36,000 ~ 5 Lacs+",Rs 0 ~,536000.0,0.0,,,,,,
2010,D.Karthikeyan,Samata Party,DR.RADHAKRISHNAN NAGAR,CHEPAUK-THIRUVALLIKENI,26,26,Graduate,,Insurance Service(Sri Nirmala Insurance Service Thiruvetriyoor),Not Married,Dillibabu,"11 DR.Radhakrishnan Nagar constituency, at Serial no 101 in Part no 111",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2010,535000.0,0.0,535000.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,Graduate,26,0,"Rs 5,35,000 ~ 5 Lacs+",Rs 0 ~,0,5350005.0,0.0,"Rs 5,35,000 ~ 5 Lacs+",Rs 0 ~,535000.0,0.0,,,,,,
319,Suganya S,BSP,ARAVAKURICHI,KARUR,32,32,Post Graduate,,Wages,Nill,Sellamuthu S,"134 Aravakurichi constituency, at Serial no 433 in Part no 169",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=319,527500.0,250000.0,277500.0,0.47393364928909953,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,Post Graduate,32,0,"Rs 5,27,500 ~ 5 Lacs+","Rs 2,50,000 ~ 2 Lacs+",0,5275005.0,2500002.0,"Rs 5,27,500 ~ 5 Lacs+","Rs 2,50,000 ~ 2 Lacs+",527500.0,250000.0,,,,,,
3603,M.Gayathiri,IND,KULITHALAI,KRISHNARAYAPURAM (SC),27,27,Graduate Professional,,Advocate,Not Married,Mani,"Kulithalai constituency, at Serial no 891 in Part no 15",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3603,519000.0,0.0,519000.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,Graduate Professional,27,0,"Rs 5,19,000 ~ 5 Lacs+",Rs 0 ~,0,5190005.0,0.0,"Rs 5,19,000 ~ 5 Lacs+",Rs 0 ~,519000.0,0.0,,,,,,
671,Mathesh. R,IND,BARGUR,KRISHNAGIRI,32,32,10th Pass,,Labour,House wife,Sivapu Raja,"52 Bargur constituency, at Serial no 0 in Part no 0",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=671,510000.0,0.0,510000.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,10th Pass,32,0,"Rs 5,10,000 ~ 5 Lacs+",Rs 0 ~,0,5100005.0,0.0,"Rs 5,10,000 ~ 5 Lacs+",Rs 0 ~,510000.0,0.0,,,,,,
2932,Vinoth S,IND,RISHIVANDIYAM,KALLAKURICHI (SC),37,37,10th Pass,,Hotel,NIL,Selvaraj,"Rishivandiyam constituency, at Serial no 530 in Part no 238",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2932,508600.0,0.0,508600.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,10th Pass,37,0,"Rs 5,08,600 ~ 5 Lacs+",Rs 0 ~,0,5086005.0,0.0,"Rs 5,08,600 ~ 5 Lacs+",Rs 0 ~,508600.0,0.0,,,,,,
2325,Ayyanan.P,IND,THIRUMANGALAM,SHOLAVANDAN (SC),52,52,8th Pass,,Agricultural wages,House Wife,Periyakaruppan,"Thirumangalam constituency, at Serial no 898 in Part no 32",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2325,485000.0,0.0,485000.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,8th Pass,52,0,"Rs 4,85,000 ~ 4 Lacs+",Rs 0 ~,0,4850004.0,0.0,"Rs 4,85,000 ~ 4 Lacs+",Rs 0 ~,485000.0,0.0,,,,,,
3021,S. Meenakshi Sundaram,Tamizhaga Murpokku Makkal Katchi,COIMBATORE (NORTH),COIMBATORE,39,39,Graduate,Graduate,Journalist,,L.Sundarapanian,"Coimbatore (North) constituency, at Serial no 352 in Part no 105",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3021,468300.0,0.0,468300.0,0.0,55082.0,55000.0,0.0,0.0,16.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,55016.0,0.998801786427508,50000.0,5082.0,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,468300.0,,0,Graduate,39,0,"Rs 4,68,300 ~ 4 Lacs+",Rs 0 ~,0,4683004.0,0.0,"Rs 4,68,300 ~ 4 Lacs+",Rs 0 ~,468300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,S.Satheesh,IND,SINGANALLUR,POLLACHI,54,54,8th Pass,,Business,House Wife,Sundarajan,"121- Singanallur constituency, at Serial no 221 in Part no 76",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=458,468000.0,150029.0,317971.0,0.3205747863247863,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,8th Pass,54,0,"Rs 4,68,000 ~ 4 Lacs+","Rs 1,50,029 ~ 1 Lacs+",0,4680004.0,1500291.0,"Rs 4,68,000 ~ 4 Lacs+","Rs 1,50,029 ~ 1 Lacs+",468000.0,150029.0,,,,,,
3042,Kanthasamy.K.,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,SULUR,SINGANALLUR,46,46,10th Pass,,"Selvarani Garments, Top Elastic Order Job","Baniyan Labourer, Piece Rate",Karuppaiah,"Palladam constituency, at Serial no 880 in Part no 240",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3042,467000.0,0.0,467000.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,485230,485230,0,0.9624301877460174,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,,,0,10th Pass,46,0,"Rs 4,67,000 ~ 4 Lacs+",Rs 0 ~,0,4670004.0,0.0,"Rs 4,67,000 ~ 4 Lacs+",Rs 0 ~,467000.0,0.0,,,,,,
3880,Dr.K.Rajkumar,IND,SINGANALLUR,POLLACHI,45,45,Doctorate,,Self Employed,House Wife,KARUPPUSAMY,"Singanallur constituency, at Serial no 582 in Part no 286",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3880,465000.0,0.0,465000.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,,,0,Doctorate,45,0,"Rs 4,65,000 ~ 4 Lacs+",Rs 0 ~,0,4650004.0,0.0,"Rs 4,65,000 ~ 4 Lacs+",Rs 0 ~,465000.0,0.0,,,,,,
